"player_id","match_id","match_time","match_duration","series_id","series_type","hero_id","win","kills","deaths","creep_score","gold_per_min","tower_kills","roshan_kills","team_fight","obs_wards_planted","camps_stacked","runes_grabbed","first_blood","stuns","total"
"101695162","6212621657",1633604664,2449,601146,1,"91",TRUE,0.6,2.4,0.15,0.536,0,0,1.6956522,2.5,4,0.75,0,0.1625625,12.7942147
"90882159","6212621657",1633604664,2449,601146,1,"110",TRUE,0.3,1.2,0.144,0.566,0,0,1.6956522,5.5,1.5,0,0,0,10.9056522
"292921272","6212621657",1633604664,2449,601146,1,"100",FALSE,1.8,2.1,0.534,0.74,1,1,2.35714281,0,0,0.25,4,0.8970911,14.67823391
"153836240","6212621657",1633604664,2449,601146,1,"39",FALSE,1.8,2.1,1.113,1.042,1,0,2.14285719,0,1.5,4.75,0,0,15.44785719
"119631156","6212621657",1633604664,2449,601146,1,"103",FALSE,0.3,1.5,0.147,0.492,0,0,2.35714281,6.5,3.5,0.25,0,2.13428115,17.18042396
"164685175","6212621657",1633604664,2449,601146,1,"89",FALSE,0,2.1,1.644,1.37,1,0,1.07142861,0,0,1,0,1.80958025,9.99500886
"157989498","6212621657",1633604664,2449,601146,1,"26",FALSE,0.3,0.3,0.051,0.37,0,0,1.07142861,3,0.5,1.25,0,3.3059325,10.14836111
"292921272","6212683916",1633608756,2436,601146,1,"129",FALSE,1.8,0.9,0.549,0.766,1,0,2.4999999,0,0,1.75,4,3.5568512,16.8218511
"153836240","6212683916",1633608756,2436,601146,1,"21",FALSE,0.6,0.9,0.708,0.886,2,0,1.5,0.5,0.5,1.5,0,1.2236498,10.3176498
"164685175","6212683916",1633608756,2436,601146,1,"18",FALSE,1.2,1.8,1.539,1.434,2,1,1.6666668,0,0.5,0.75,0,2.609253,14.4989198
"119631156","6212683916",1633608756,2436,601146,1,"103",FALSE,0.6,0.3,0.099,0.55,0,0,2.0000001,6,5,1.25,0,2.2373291,18.0363292
"157989498","6212683916",1633608756,2436,601146,1,"128",FALSE,1.2,0,0.117,0.54,0,0,2.1666666,2.5,0.5,0.5,0,0.26323485,7.78690145
